87	26	οὐδὲ
87	27	πάντων
87	28	ἀλλὰ
87	29	τῶν
87	30	μέν
87	32	τῶν
87	33	δ’
87	34	οὔ
88	1	τί
88	2	φῄς
89	1	ταῦτα
89	2	οὐχὶ
89	3	καλῶς
89	4	λέγεται
90	1	καλῶς
91	1	οὐκοῦν
91	4	χρηστὰς
91	5	τιμᾶν
91	8	δὲ
91	9	πονηρὰς
91	10	μή
92	1	ναί
93	1	χρησταὶ
93	3	οὐχ
93	4	αἱ
93	5	τῶν
93	6	φρονίμων
93	8	πονηραὶ
93	9	δὲ
93	10	αἱ
93	11	τῶν
93	12	ἀφρόνων
94	1	πῶς
94	2	δ’
94	3	οὔ
95	1	φέρε
95	2	δή
95	4	πῶς
95	5	αὖ
95	7	τοιαῦτα
95	8	ἐλέγετο
96	1	γυμναζόμενος
96	2	ἀνὴρ
96	3	καὶ
96	4	τοῦτο
96	5	πράττων
96	6	πότερον
96	7	παντὸς
96	8	ἀνδρὸς
96	9	ἐπαίνῳ
96	10	καὶ
96	11	ψόγῳ
96	12	καὶ
96	13	δόξῃ
96	15	νοῦν
96	16	προσέχει
96	18	ἢ
96	19	ἑνὸς
96	20	μόνου
96	21	ἐκείνου
96	22	ὃς
96	23	ἂν
96	24	τυγχάνῃ
96	25	ἰατρὸς
96	26	ἢ
96	27	παιδοτρίβης
96	28	ὤν
97	1	ἑνὸς
97	2	μόνου
98	1	οὐκοῦν
98	2	φοβεῖσθαι
98	3	χρὴ
98	5	ψόγους
98	6	καὶ
98	7	ἀσπάζεσθαι
98	9	ἐπαίνους
98	11	τοῦ
98	12	ἑνὸς
98	13	ἐκείνου
98	14	ἀλλὰ
98	15	μὴ
98	17	τῶν
98	18	πολλῶν
99	1	δῆλα
99	2	δή
100	1	ταύτῃ
100	2	ἄρα
100	3	αὐτῷ
100	4	πρακτέον
100	5	καὶ
100	6	γυμναστέον
100	7	καὶ
100	8	ἐδεστέον
100	10	καὶ
100	11	ποτέον
100	13	ᾗ
100	15	τῷ
100	16	ἑνὶ
100	17	δοκῇ
100	19	τῷ
